GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JQ5E001,JQ5E002,JQ5E003,JQ5E004,JQ5E005,JQ5E006,JQ5E007,JQ5E008,JQ5E009,JQ5E010,JQ5E011,JQ5E012,JQ5E013,JQ5E014,JQ5E015,JQ5E016,JQ5E017,JQ5E018,JQ5E019,JQ5E020,JQ5E021,JQ5E022,JQ5E023,JQ5E024,JQ5E025,JQ5E026,JQ5E027,JQ5E028,JQ5E029,JQ5E030,JQ5E031,JQ5E032,JQ5E033,JQ5E034,JQ5E035,JQ5E036,JQ5E037,JQ5E038,JQ5E039,JQ5E040,JQ5E041,JQ5E042,JQ5E043,JQ5E044,JQ5E045,JQ5E046,JQ5E047,JQ5E048,JQ5E049,JQ5E050,JQ5E051,JQ5E052,JQ5E053,JQ5E054,JQ5E055,JQ5E056,JQ5E057,JQ5E058,JQ5E059,JQ5E060,JQ5E061,JQ5E062,JQ5E063,JQ5E064,JQ5E065,JQ5E066,JQ5E067,JQ5E068,JQ5E069,JQ5E070,JQ5E071,JQ5E072,JQ5E073,NAME_M,JQ5M001,JQ5M002,JQ5M003,JQ5M004,JQ5M005,JQ5M006,JQ5M007,JQ5M008,JQ5M009,JQ5M010,JQ5M011,JQ5M012,JQ5M013,JQ5M014,JQ5M015,JQ5M016,JQ5M017,JQ5M018,JQ5M019,JQ5M020,JQ5M021,JQ5M022,JQ5M023,JQ5M024,JQ5M025,JQ5M026,JQ5M027,JQ5M028,JQ5M029,JQ5M030,JQ5M031,JQ5M032,JQ5M033,JQ5M034,JQ5M035,JQ5M036,JQ5M037,JQ5M038,JQ5M039,JQ5M040,JQ5M041,JQ5M042,JQ5M043,JQ5M044,JQ5M045,JQ5M046,JQ5M047,JQ5M048,JQ5M049,JQ5M050,JQ5M051,JQ5M052,JQ5M053,JQ5M054,JQ5M055,JQ5M056,JQ5M057,JQ5M058,JQ5M059,JQ5M060,JQ5M061,JQ5M062,JQ5M063,JQ5M064,JQ5M065,JQ5M066,JQ5M067,JQ5M068,JQ5M069,JQ5M070,JQ5M071,JQ5M072,JQ5M073
"G20005509604041","2006-2010",,,"Kansas","20","Finney County","055",,,"960404","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9604.04, Finney County, Kansas",991,463,162,94,74,20,26,26,0,0,42,17,7,18,0,0,0,0,10,0,10,0,10,0,0,0,111,111,0,98,40,35,23,82,74,8,0,528,156,44,44,0,0,0,0,0,60,11,0,49,0,52,52,0,73,5,0,0,0,0,21,47,225,54,171,0,0,0,0,74,74,0,0,"Block Group 1, Census Tract 9604.04, Finney County, Kansas",185,116,95,67,65,31,41,41,109,109,41,27,12,29,109,109,109,109,16,109,16,109,16,109,109,109,73,73,109,61,43,40,30,62,59,16,109,129,71,44,44,109,109,109,109,109,42,16,109,39,109,38,38,109,58,12,109,109,109,109,25,56,113,41,106,109,109,109,109,68,68,109,109
"G20005509604042","2006-2010",,,"Kansas","20","Finney County","055",,,"960404","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9604.04, Finney County, Kansas",316,128,92,75,27,48,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,13,13,0,0,188,57,0,0,0,0,0,0,0,30,0,0,30,0,27,27,0,0,0,0,0,0,0,0,0,131,0,131,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9604.04, Finney County, Kansas",174,72,69,72,36,64,27,109,27,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,35,109,35,109,109,109,109,22,22,109,109,108,40,109,109,109,109,109,109,109,30,109,109,30,109,27,27,109,109,109,109,109,109,109,109,109,108,109,108,109,109,109,109,109,109,109,109
"G20005509604043","2006-2010",,,"Kansas","20","Finney County","055",,,"960404","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9604.04, Finney County, Kansas",501,306,43,32,19,13,0,0,0,0,11,0,0,11,0,0,0,0,9,0,9,0,9,0,0,0,127,97,30,116,40,40,36,11,11,0,0,195,119,14,14,0,14,0,14,0,45,0,0,45,0,46,0,46,38,0,0,0,0,38,0,0,38,7,31,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9604.04, Finney County, Kansas",140,113,42,39,32,21,109,109,109,109,21,109,109,21,109,109,109,109,15,109,15,109,15,109,109,109,114,98,42,87,56,41,43,20,20,109,109,88,73,23,23,109,28,109,28,109,41,109,109,41,109,56,109,56,44,109,109,109,109,44,109,109,41,12,39,109,109,109,109,109,109,109,109
"G20005509605011","2006-2010",,,"Kansas","20","Finney County","055",,,"960501","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9605.01, Finney County, Kansas",532,286,34,17,17,0,17,0,17,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,0,61,43,18,52,32,0,20,106,64,42,0,246,78,0,0,0,15,0,15,0,29,0,0,29,0,34,34,0,0,0,0,0,0,0,0,0,168,110,58,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9605.01, Finney County, Kansas",170,87,41,26,26,109,32,109,32,109,109,109,109,109,109,109,109,109,39,109,109,109,109,109,39,109,39,33,29,51,50,109,26,67,62,49,109,102,59,109,109,109,29,109,29,109,35,109,109,35,109,40,40,109,109,109,109,109,109,109,109,109,99,93,50,109,109,109,109,109,109,109,109
"G20005509605012","2006-2010",,,"Kansas","20","Finney County","055",,,"960501","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9605.01, Finney County, Kansas",882,500,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,98,0,0,15,0,15,104,15,34,55,263,148,25,90,382,17,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,45,0,0,0,0,30,0,15,76,76,0,52,52,0,0,192,192,0,0,"Block Group 2, Census Tract 9605.01, Finney County, Kansas",274,173,26,26,26,109,109,109,109,109,109,109,109,109,109,109,109,109,78,109,109,109,109,78,109,109,22,109,22,73,24,56,49,160,106,36,89,140,23,109,109,109,109,109,109,109,23,109,109,23,109,109,109,109,43,109,109,109,109,46,109,22,66,66,109,71,71,109,109,134,134,109,109
"G20005509605031","2006-2010",,,"Kansas","20","Finney County","055",,,"960503","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9605.03, Finney County, Kansas",594,320,92,72,47,25,0,0,0,0,20,0,0,20,0,0,0,0,22,0,12,0,12,0,10,0,32,32,0,95,68,12,15,79,17,12,50,274,115,60,46,14,0,0,0,0,55,0,0,55,0,0,0,0,72,0,0,0,0,25,13,34,75,43,32,12,12,0,0,0,0,0,0,"Block Group 1, Census Tract 9605.03, Finney County, Kansas",248,139,44,45,37,29,109,109,109,109,25,109,109,25,109,109,109,109,22,109,14,109,14,109,16,109,34,34,109,86,83,19,25,68,23,16,61,118,41,39,33,22,109,109,109,109,39,109,109,39,109,109,109,109,58,109,109,109,109,28,21,44,69,66,29,14,14,109,109,109,109,109,109
"G20005509605051","2006-2010",,,"Kansas","20","Finney County","055",,,"960505","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9605.05, Finney County, Kansas",667,465,41,12,0,12,0,0,0,0,29,0,0,17,12,0,0,0,72,0,0,0,0,37,35,0,29,14,15,0,0,0,0,323,223,11,89,202,83,0,0,0,0,0,0,0,83,19,0,64,0,0,0,0,30,0,23,10,13,6,0,1,27,12,15,0,0,0,0,62,62,0,0,"Block Group 1, Census Tract 9605.05, Finney County, Kansas",145,112,43,18,109,18,109,109,109,109,35,109,109,27,20,109,109,109,66,109,109,109,109,57,36,109,28,13,24,109,109,109,109,108,104,17,50,95,62,109,109,109,109,109,109,109,62,29,109,57,109,109,109,109,30,109,31,16,27,15,109,8,32,19,23,109,109,109,109,63,63,109,109
"G20005509605071","2006-2010",,,"Kansas","20","Finney County","055",,,"960507","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9605.07, Finney County, Kansas",240,146,33,33,18,15,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,66,55,11,30,0,30,0,6,4,2,0,94,9,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,21,0,0,0,0,0,12,9,61,0,61,0,0,0,0,3,0,0,3,"Block Group 1, Census Tract 9605.07, Finney County, Kansas",108,85,36,36,29,22,109,109,109,109,109,109,109,109,109,109,109,109,19,109,109,109,109,109,19,109,61,50,17,39,109,39,109,27,18,15,109,61,16,109,109,109,109,109,109,109,109,109,109,109,109,16,16,109,25,109,109,109,109,109,20,15,61,109,61,109,109,109,109,14,109,109,14
"G20005509605072","2006-2010",,,"Kansas","20","Finney County","055",,,"960507","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9605.07, Finney County, Kansas",489,302,79,67,67,0,12,0,0,12,0,0,0,0,0,0,0,0,71,0,30,0,30,13,28,0,71,71,0,62,38,10,14,19,11,8,0,187,123,0,0,0,0,0,0,0,100,28,0,34,38,23,23,0,0,0,0,0,0,0,0,0,64,35,29,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9605.07, Finney County, Kansas",119,88,40,40,40,109,19,109,109,19,109,109,109,109,109,109,109,109,43,109,31,109,31,21,32,109,69,69,109,52,46,17,21,23,19,13,109,58,58,109,109,109,109,109,109,109,46,23,109,34,37,38,38,109,109,109,109,109,109,109,109,109,43,35,34,109,109,109,109,109,109,109,109
"G20005509605081","2006-2010",,,"Kansas","20","Finney County","055",,,"960508","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9605.08, Finney County, Kansas",577,250,36,9,9,0,14,0,14,0,13,0,0,0,13,0,0,0,24,0,16,0,16,8,0,0,56,44,12,95,23,50,22,39,25,14,0,327,39,21,9,12,18,0,18,0,0,0,0,0,0,0,0,0,123,0,0,0,0,42,23,58,62,34,28,0,0,0,0,103,103,0,0,"Block Group 1, Census Tract 9605.08, Finney County, Kansas",168,105,30,15,15,109,23,109,23,109,20,109,109,109,20,109,109,109,34,109,29,109,29,16,109,109,62,57,19,58,42,58,36,43,40,23,109,110,42,27,18,21,30,109,30,109,109,109,109,109,109,109,109,109,63,109,109,109,109,45,41,54,51,42,33,109,109,109,109,112,112,109,109
"G20005509605082","2006-2010",,,"Kansas","20","Finney County","055",,,"960508","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9605.08, Finney County, Kansas",497,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,29,0,0,0,0,70,29,41,0,207,177,13,17,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,57,46,0,63,0,63,0,0,0,0,25,25,0,0,"Block Group 2, Census Tract 9605.08, Finney County, Kansas",213,158,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,49,109,109,109,109,109,49,109,109,109,109,73,47,61,109,138,141,29,30,94,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,71,109,109,109,109,62,70,109,54,109,54,109,109,109,109,40,40,109,109
"G20005509606001","2006-2010",,,"Kansas","20","Finney County","055",,,"960600","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9606, Finney County, Kansas",774,536,12,4,4,0,0,0,0,0,8,0,0,8,0,0,0,0,106,19,0,0,0,34,53,0,38,4,34,158,0,31,127,222,131,64,27,238,50,20,0,20,0,0,0,0,18,0,0,18,0,12,0,12,118,21,4,4,0,23,44,26,43,0,43,0,0,0,0,27,27,0,0,"Block Group 1, Census Tract 9606, Finney County, Kansas",155,113,16,6,6,109,109,109,109,109,15,109,109,15,109,109,109,109,59,22,109,109,109,35,43,109,46,7,44,85,109,28,80,88,80,42,43,86,42,32,109,32,109,109,109,109,18,109,109,18,109,19,109,19,54,22,7,7,109,25,39,27,30,109,30,109,109,109,109,30,30,109,109
"G20005509606002","2006-2010",,,"Kansas","20","Finney County","055",,,"960600","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9606, Finney County, Kansas",734,373,72,23,8,15,24,0,24,0,25,0,0,25,0,0,0,0,75,0,0,0,0,34,28,13,41,0,41,89,0,59,30,96,35,39,22,361,39,0,0,0,0,0,0,0,20,6,0,14,0,19,8,11,131,0,0,0,0,87,34,10,106,58,48,30,12,12,6,55,42,13,0,"Block Group 2, Census Tract 9606, Finney County, Kansas",164,109,38,25,12,22,38,109,38,109,27,109,109,27,109,109,109,109,45,109,109,109,109,31,25,21,47,109,47,68,109,54,47,47,31,34,23,108,32,109,109,109,109,109,109,109,25,13,109,21,109,20,13,16,75,109,109,109,109,66,38,16,80,58,52,40,19,20,10,54,48,23,109
"G20005509606003","2006-2010",,,"Kansas","20","Finney County","055",,,"960600","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9606, Finney County, Kansas",716,430,50,41,41,0,0,0,0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,9,0,272,240,32,45,0,43,2,54,54,0,0,286,46,0,0,0,0,0,0,0,12,0,0,12,0,34,24,10,113,16,0,0,0,21,65,11,102,16,86,0,0,0,0,25,14,0,11,"Block Group 3, Census Tract 9606, Finney County, Kansas",378,316,37,32,32,109,109,109,109,109,109,109,109,109,109,15,15,109,13,109,109,109,109,109,13,109,304,304,39,49,109,48,11,45,45,109,109,104,41,109,109,109,109,109,109,109,18,109,109,18,109,43,40,16,88,26,109,109,109,36,77,18,84,23,73,109,109,109,109,25,17,109,17
"G20005509606004","2006-2010",,,"Kansas","20","Finney County","055",,,"960600","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9606, Finney County, Kansas",389,250,98,71,71,0,0,0,0,0,0,0,0,0,0,27,27,0,13,0,0,0,0,0,13,0,28,20,8,61,50,11,0,50,22,0,28,139,40,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,57,34,23,0,0,0,0,42,42,0,0,"Block Group 4, Census Tract 9606, Finney County, Kansas",165,110,61,57,57,109,109,109,109,109,109,109,109,109,109,24,24,109,21,109,109,109,109,109,21,109,28,23,15,68,65,17,109,58,32,109,47,82,59,109,109,109,109,109,109,109,59,109,109,59,109,109,109,109,109,109,109,109,109,109,109,109,36,32,24,109,109,109,109,53,53,109,109
"G20005709616001","2006-2010",,,"Kansas","20","Ford County","057",,,"961600","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9616, Ford County, Kansas",406,249,68,58,58,0,10,0,4,6,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,18,18,0,97,14,23,60,63,23,24,16,157,102,44,32,12,5,0,5,0,35,10,0,25,0,18,12,6,21,12,0,0,0,2,0,7,23,13,10,6,6,0,0,5,0,0,5,"Block Group 1, Census Tract 9616, Ford County, Kansas",91,68,26,24,24,109,12,109,7,9,109,109,109,109,109,109,109,109,6,109,6,109,6,109,109,109,19,19,109,44,13,19,37,33,25,17,16,42,36,28,24,16,8,109,8,109,22,14,109,16,109,14,14,8,18,12,109,109,109,4,109,12,16,10,14,9,9,109,109,7,109,109,7
"G20005709616002","2006-2010",,,"Kansas","20","Ford County","057",,,"961600","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9616, Ford County, Kansas",747,366,82,58,53,5,11,8,3,0,13,3,0,10,0,0,0,0,31,0,7,7,0,0,24,0,107,67,40,70,33,23,14,76,50,24,2,381,147,28,17,11,0,0,0,0,86,14,17,53,2,33,14,19,76,0,0,0,0,16,22,38,142,41,101,0,0,0,0,16,10,3,3,"Block Group 2, Census Tract 9616, Ford County, Kansas",133,84,34,31,32,6,11,9,4,109,13,6,109,11,109,109,109,109,25,109,8,8,109,109,24,109,50,43,24,45,39,19,12,33,30,15,4,72,38,20,16,11,109,109,109,109,35,15,22,29,4,22,11,17,38,109,109,109,109,16,22,25,48,48,39,109,109,109,109,12,10,5,5
"G20005709617001","2006-2010",,,"Kansas","20","Ford County","057",,,"961700","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9617, Ford County, Kansas",636,292,65,49,49,0,3,0,3,0,13,5,0,8,0,0,0,0,43,0,5,0,5,11,23,4,60,49,11,66,18,22,26,58,4,42,12,344,105,20,10,10,7,4,3,0,55,0,0,46,9,23,7,16,121,75,0,0,0,20,20,6,118,16,102,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9617, Ford County, Kansas",125,64,30,28,28,109,5,109,5,109,11,7,109,9,109,109,109,109,30,109,9,109,9,16,19,6,30,27,10,28,15,18,15,28,6,25,13,90,35,13,10,9,9,5,6,109,30,109,109,28,14,15,6,13,68,62,109,109,109,17,17,6,47,22,41,109,109,109,109,109,109,109,109
"G20005709617002","2006-2010",,,"Kansas","20","Ford County","057",,,"961700","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9617, Ford County, Kansas",493,317,87,85,85,0,2,0,0,2,0,0,0,0,0,0,0,0,27,0,3,3,0,0,13,11,67,50,17,88,64,9,15,48,22,23,3,176,101,29,17,12,0,0,0,0,41,5,0,36,0,31,10,21,20,0,0,0,0,8,7,5,44,18,26,0,0,0,0,11,7,4,0,"Block Group 2, Census Tract 9617, Ford County, Kansas",128,90,44,44,44,109,4,109,109,4,109,109,109,109,109,109,109,109,24,109,6,6,109,109,15,14,37,30,18,44,39,10,12,27,18,19,5,52,41,18,14,15,109,109,109,109,23,6,109,22,109,26,15,18,16,109,109,109,109,10,11,7,25,14,20,109,109,109,109,13,10,6,109
"G20005709618001","2006-2010",,,"Kansas","20","Ford County","057",,,"961800","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9618, Ford County, Kansas",1720,948,303,201,147,54,0,0,0,0,83,17,0,25,41,19,0,19,47,0,12,0,12,35,0,0,210,142,68,46,0,46,0,342,209,96,37,772,318,53,43,10,0,0,0,0,170,36,0,134,0,95,40,55,62,0,0,0,0,35,0,27,327,62,265,0,0,0,0,65,65,0,0,"Block Group 1, Census Tract 9618, Ford County, Kansas",276,199,120,89,81,67,109,109,109,109,72,28,109,40,67,31,109,31,58,109,18,109,18,54,109,109,108,104,56,52,109,52,109,139,121,67,44,140,118,52,49,16,109,109,109,109,104,54,109,88,109,57,36,46,42,109,109,109,109,39,109,32,132,51,110,109,109,109,109,64,64,109,109
"G20005709618002","2006-2010",,,"Kansas","20","Ford County","057",,,"961800","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9618, Ford County, Kansas",600,340,217,90,14,76,15,15,0,0,41,27,14,0,0,71,71,0,12,0,0,0,0,0,12,0,55,28,27,29,0,13,16,27,11,16,0,260,122,17,17,0,14,14,0,0,77,0,0,77,0,14,0,14,0,0,0,0,0,0,0,0,123,0,123,0,0,0,0,15,0,0,15,"Block Group 2, Census Tract 9618, Ford County, Kansas",174,100,90,71,23,66,23,23,109,109,44,37,24,109,109,35,35,109,20,109,109,109,109,109,20,109,43,31,31,30,109,20,23,35,19,27,109,92,75,29,29,109,22,22,109,109,60,109,109,60,109,23,109,23,109,109,109,109,109,109,109,109,71,109,71,109,109,109,109,24,109,109,24
"G20005709618003","2006-2010",,,"Kansas","20","Ford County","057",,,"961800","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9618, Ford County, Kansas",228,134,92,25,16,9,0,0,0,0,52,42,0,10,0,15,15,0,0,0,0,0,0,0,0,0,42,30,12,0,0,0,0,0,0,0,0,94,57,10,10,0,17,0,0,17,30,0,0,30,0,0,0,0,15,0,0,0,0,15,0,0,22,13,9,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9618, Ford County, Kansas",106,70,54,32,27,15,109,109,109,109,38,39,109,17,109,28,28,109,109,109,109,109,109,109,109,109,44,39,21,109,109,109,109,109,109,109,109,51,49,18,18,109,28,109,109,28,35,109,109,35,109,109,109,109,24,109,109,109,109,24,109,109,26,23,14,109,109,109,109,109,109,109,109
"G20005709618004","2006-2010",,,"Kansas","20","Ford County","057",,,"961800","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9618, Ford County, Kansas",712,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,15,15,0,64,0,0,19,19,0,158,23,112,23,116,38,32,46,340,104,65,65,0,0,0,0,0,39,25,0,14,0,0,0,0,85,0,0,0,0,33,9,43,74,0,74,0,0,0,0,77,77,0,0,"Block Group 4, Census Tract 9618, Ford County, Kansas",210,151,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,73,109,25,25,109,68,109,109,29,29,109,104,34,87,36,77,37,45,45,103,80,67,67,109,109,109,109,109,40,33,109,22,109,109,109,109,68,109,109,109,109,48,13,46,71,109,71,109,109,109,109,73,73,109,109
"G20005709618005","2006-2010",,,"Kansas","20","Ford County","057",,,"961800","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9618, Ford County, Kansas",729,356,44,27,14,13,6,6,0,0,0,0,0,0,0,11,11,0,27,0,21,21,0,0,6,0,51,10,41,107,13,82,12,127,127,0,0,373,83,21,21,0,0,0,0,0,62,0,0,62,0,0,0,0,68,0,46,46,0,22,0,0,57,0,57,0,0,0,0,165,165,0,0,"Block Group 5, Census Tract 9618, Ford County, Kansas",204,118,38,32,23,22,13,13,109,109,109,109,109,109,109,20,20,109,35,109,33,33,109,109,12,109,42,16,46,91,20,87,23,80,80,109,109,133,72,28,28,109,109,109,109,109,65,109,109,65,109,109,109,109,73,109,66,66,109,25,109,109,48,109,48,109,109,109,109,122,122,109,109
"G20005709619001","2006-2010",,,"Kansas","20","Ford County","057",,,"961900","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9619, Ford County, Kansas",801,444,25,11,0,11,0,0,0,0,14,14,0,0,0,0,0,0,27,0,0,0,0,0,27,0,136,114,22,158,0,118,40,98,42,56,0,357,66,21,21,0,0,0,0,0,22,0,0,22,0,23,23,0,91,13,28,28,0,0,0,50,59,46,13,0,0,0,0,141,85,33,23,"Block Group 1, Census Tract 9619, Ford County, Kansas",213,145,28,19,109,19,109,109,109,109,22,22,109,109,109,109,109,109,22,109,109,109,109,109,22,109,87,88,36,100,109,85,62,71,37,63,109,128,44,27,27,109,109,109,109,109,20,109,109,20,109,26,26,109,75,23,33,33,109,109,109,64,48,42,22,109,109,109,109,117,92,49,39
"G20005709619002","2006-2010",,,"Kansas","20","Ford County","057",,,"961900","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9619, Ford County, Kansas",836,510,88,7,0,7,40,28,12,0,15,0,0,0,15,26,26,0,115,0,36,8,28,10,27,42,53,53,0,124,18,23,83,130,103,12,15,326,150,59,42,17,0,0,0,0,91,16,0,66,9,0,0,0,34,0,0,0,0,0,0,34,81,34,47,0,0,0,0,61,45,16,0,"Block Group 2, Census Tract 9619, Ford County, Kansas",233,154,60,14,109,14,36,32,20,109,23,109,109,109,23,30,30,109,71,109,35,16,33,19,31,35,50,50,109,79,28,28,75,110,106,18,23,115,75,44,39,20,109,109,109,109,58,27,109,49,14,109,109,109,42,109,109,109,109,109,109,42,55,39,38,109,109,109,109,51,42,25,109
"G20005709619003","2006-2010",,,"Kansas","20","Ford County","057",,,"961900","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9619, Ford County, Kansas",498,246,75,65,51,14,0,0,0,0,0,0,0,0,0,10,10,0,68,0,17,17,0,0,51,0,33,33,0,13,0,0,13,57,27,14,16,252,96,46,34,12,0,0,0,0,29,0,0,13,16,21,21,0,40,0,0,0,0,0,19,21,104,0,104,0,0,0,0,12,12,0,0,"Block Group 3, Census Tract 9619, Ford County, Kansas",160,84,35,36,34,21,109,109,109,109,109,109,109,109,109,15,15,109,60,109,29,29,109,109,53,109,35,35,109,23,109,109,23,48,32,23,25,105,45,28,26,19,109,109,109,109,32,109,109,21,24,24,24,109,32,109,109,109,109,109,26,19,85,109,85,109,109,109,109,20,20,109,109
"G20005709619004","2006-2010",,,"Kansas","20","Ford County","057",,,"961900","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9619, Ford County, Kansas",532,288,85,51,51,0,0,0,0,0,16,16,0,0,0,18,0,18,0,0,0,0,0,0,0,0,37,20,17,23,0,23,0,143,126,0,17,244,72,9,0,9,10,0,10,0,53,0,0,41,12,0,0,0,70,59,0,0,0,0,0,11,12,0,12,19,19,0,0,71,56,15,0,"Block Group 4, Census Tract 9619, Ford County, Kansas",202,119,87,73,73,109,109,109,109,109,24,24,109,109,109,29,109,29,109,109,109,109,109,109,109,109,35,23,26,26,109,26,109,88,77,109,26,105,48,15,109,15,17,109,17,109,45,109,109,41,20,109,109,109,60,61,109,109,109,109,109,18,20,109,20,30,30,109,109,84,79,25,109
"G20005709619005","2006-2010",,,"Kansas","20","Ford County","057",,,"961900","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9619, Ford County, Kansas",1012,621,110,60,31,29,50,50,0,0,0,0,0,0,0,0,0,0,49,0,21,0,21,0,28,0,140,57,83,197,42,51,104,125,93,32,0,391,122,9,0,9,0,0,0,0,49,49,0,0,0,64,64,0,115,0,49,49,0,0,0,66,90,81,9,0,0,0,0,64,64,0,0,"Block Group 5, Census Tract 9619, Ford County, Kansas",311,186,92,46,31,33,77,77,109,109,109,109,109,109,109,109,109,109,50,109,27,109,27,109,42,109,102,80,81,142,49,59,125,67,63,36,109,174,121,17,109,17,109,109,109,109,59,59,109,109,109,64,64,109,98,109,74,74,109,109,109,65,100,101,15,109,109,109,109,77,77,109,109
"G20005709619006","2006-2010",,,"Kansas","20","Ford County","057",,,"961900","6",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 9619, Ford County, Kansas",235,120,16,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,11,0,0,0,0,11,0,0,12,12,0,47,0,0,47,34,34,0,0,115,14,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,28,0,0,0,0,17,0,11,53,0,53,9,9,0,0,11,11,0,0,"Block Group 6, Census Tract 9619, Ford County, Kansas",100,52,26,109,109,109,109,109,109,109,26,109,109,109,26,109,109,109,18,109,109,109,109,18,109,109,19,19,109,46,109,109,46,31,31,109,109,56,23,109,109,109,109,109,109,109,23,109,109,23,109,109,109,109,31,109,109,109,109,27,109,18,40,109,40,15,15,109,109,17,17,109,109
"G20005709620001","2006-2010",,,"Kansas","20","Ford County","057",,,"962000","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9620, Ford County, Kansas",250,139,25,7,0,7,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,17,50,29,16,5,40,40,0,0,111,21,15,15,0,0,0,0,0,6,0,0,6,0,0,0,0,10,0,0,0,0,0,10,0,27,11,16,0,0,0,0,53,53,0,0,"Block Group 1, Census Tract 9620, Ford County, Kansas",119,57,33,13,109,13,31,31,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,21,11,19,50,45,24,11,48,48,109,109,75,26,24,24,109,109,109,109,109,10,109,109,10,109,109,109,109,16,109,109,109,109,109,16,109,28,19,21,109,109,109,109,57,57,109,109
